,serial_with_season,movie,serial_without_season
857532,0,60,0
857533,0,10208,0
857536,0,39474,0
857542,798,33917,0
857553,0,3673,0
857554,0,38809,0
857565,0,5304,0
857567,0,6705,0
857571,0,231,0
857572,43170,0,0
857588,0,5369,0
857590,0,212543,0
857648,0,6163,0
857649,0,10443,0
857651,0,24462,0
857656,33460,29478,0
857758,0,1266,0
857759,0,4978,0
857761,0,19443,0
857768,0,8690,0
857771,0,1147,0
857772,739,1473,0
857779,0,36015,0
857788,2645,0,0
857789,31,2880,0
857793,0,5289,0
857795,0,4792,0
857799,0,19171,0
857805,0,55205,0
857822,0,2807,0
857823,0,64,0
857827,0,25804,0
857838,223,4240,0
857842,0,41969,0
857856,0,8616,0
857860,0,4974,0
857861,0,717,0
857862,9865,7606,0
857868,0,812,0
857869,0,861,0
857870,0,4822,0
857874,4930,0,0
857888,0,9116,0
857891,21610,56859,0
857915,0,11523,0
857918,0,3100,0
857919,0,862,0
857920,0,6411,0
857922,530,0,0
857923,0,1056,0
857924,0,68,0
857925,0,353,0
857926,44384,0,0
857942,0,36876,0
857949,0,8341,0
857952,0,328,0
857953,0,8044,0
857956,0,22723,0
857965,0,75,0
857967,0,2448,0
857968,0,15668,0
857970,0,2921,0
857974,19606,37920,0
858014,0,3292,0
858015,6941,8739,0
858021,34876,2870,0
858036,0,6074,0
858037,0,1713,0
858038,0,10996,0
858041,13794,31801,0
858052,0,1242,0
858055,0,337,0
858056,0,7865,0
858058,0,3,0
858059,0,51992,0
858072,21,0,0
858073,0,1639,0
858075,2787,6658,0
858079,0,2391,0
858080,0,4,0
858081,43,0,0
858082,0,113,0
858084,0,29749,0
858091,0,6,0
858092,0,12174,0
858096,0,83,0
858097,0,5018,0
858099,0,23103,0
858105,0,14910,0
858108,0,5572,0
858109,157,0,0
858110,0,7749,0
858113,2678,31372,0
858122,0,15,0
858123,0,18520,0
858127,0,13972,0
858131,0,252,0
858132,0,5959,0
858135,0,655,0
858136,0,20537,0
858142,0,5022,0
858143,0,10163,0
858146,395,10690,0
858150,0,16636,0
858157,12457,27231,0
858169,0,8202,0
858171,0,5929,0
858174,0,385,0
858175,0,277,0
858177,0,14906,0
858180,13580,5180,0
858191,0,7022,0
858192,0,20767,0
858202,0,5329,0
858204,8207,23039,0
858226,3,3,0
858228,0,1907,0
858230,0,1068,0
858231,0,32579,0
858239,0,16979,0
858243,0,2793,0
858244,0,2576,0
858247,1585,46847,0
858262,0,4062,0
858263,8637,8752,0
858270,0,4146,0
858271,1663,12136,0
858277,0,34454,0
858303,0,3039,0
858304,2507,2095,0
858307,0,50,0
858309,0,17930,2250
858317,0,29872,0
858326,0,4639,0
858330,4,2971,0
858332,0,7209,0
858334,0,21980,0
858339,0,4683,0
858340,0,4729,0
858341,819,0,0
858342,0,2039,0
858343,0,10484,0
858345,0,32,0
858348,79125,15961,0
858578,0,6270,0
858579,18963,6423,0
858589,0,6406,0
858591,0,1,0
858592,0,6241,0
858594,16047,68889,0
858699,0,5583,0
858700,0,1712,0
858705,0,161,0
858706,0,5051,0
858707,0,7977,0
858714,0,14373,0
858723,0,85,0
858724,0,50,0
858725,0,25,0
858726,0,6208,0
858727,0,673,0
858728,0,16723,0
858736,3764,6666,0
858742,0,4271,0
858743,1891,18871,0
858759,0,6430,0
858761,0,794,0
858762,0,24666,0
858769,0,547,0
858770,0,30791,0
858781,0,20814,0
858786,19031,49850,0
858807,0,48813,0
858822,0,4348,0
858824,0,12493,0
858826,6851,60655,0
858862,0,7373,0
858864,0,9971,0
858868,0,105,0
858869,0,4053,0
858870,0,8877,0
858872,0,15666,0
858876,0,5071,0
858877,0,4082,0
858878,0,5681,0
858879,38142,0,0
858894,0,5282,0
858895,0,11888,0
858900,99372,57129,0
858961,0,110,0
858962,0,12,0
858963,0,2327,0
858964,0,2993,0
858967,0,176,0
858969,0,1177,0
858971,0,2676,0
858973,0,1119,0
858974,12,3,0
858977,1140,61401,0
858999,470,102,0
859001,0,5899,0
859003,0,435,0
859004,0,17543,0
859008,0,762,0
859009,0,920,0
859010,0,100,0
859011,0,6352,0
859013,31,5274,0
859016,0,9884,0
859019,0,2831,0
859022,0,11461,0
859029,0,7205,0
859031,13110,0,0
859063,15739,83642,0
859127,0,633,0
859128,0,2227,0
859129,0,34026,0
859141,1002,2675,0
859144,2564,9085,0
859147,4053,4959,0
859161,5909,49335,0
859181,0,39,0
859182,0,3600,0
859183,0,9985,0
859186,0,10664,0
859189,501,2201,0
859192,0,7660,0
859196,0,16038,0
859200,0,4955,0
859205,0,846,0
859206,0,32,0
859207,0,388,0
859208,4,0,0
859209,0,8811,0
859213,23197,4686,0
859223,0,22,0
859224,0,6519,0
859227,39,23303,0
859236,0,14723,0
859246,667,970,0
859250,0,2759,0
859251,0,451258,0
859352,0,2947,0
859353,0,1432,0
859354,2,10141,0
859359,0,10470,0
859361,0,387,0
859362,1300,8474,0
859365,0,5417,0
859366,0,1813,0
859367,0,14067,0
859374,0,776,0
859375,0,546,0
859376,0,434,0
859377,31481,41246,0
859397,0,5388,0
859399,0,6109,0
859401,0,224,0
859403,0,149,0
859404,0,5829,0
859405,0,8739,0
859412,0,1528,0
859413,8,1535,0
859415,0,819,0
859416,385,0,0
859418,0,419,0
859419,7978,38569,0
859431,2888,23959,0
859440,0,2602,0
859441,2231,14796,0
859447,0,13808,0
859449,0,12200,0
859455,12260,0,0
859459,0,9766,0
859464,87,16430,0
859468,0,97,0
859469,0,20250,0
859478,0,13266,0
859481,3119,114185,0
859508,0,18243,0
859515,0,5452,0
859516,0,7400,0
859521,0,263,0
859523,2657,4813,0
859529,0,6914,0
859535,3053,909,0
859537,53735,101993,0
859589,0,416,0
859590,12935,0,0
859595,1929,0,0
859598,0,7164,0
859599,140509,6971,0
859653,0,2241,0
859658,0,5418,0
859659,88,1332,0
859662,0,633,0
859663,1537,0,0
859664,5592,0,0
859666,0,76079,0
859679,5830,0,0
859681,6145,6964,0
859708,0,483,0
859709,0,46,850
859711,184,13,0
859718,0,57137,0
859736,0,6311,0
859739,0,245,0
859740,0,25,0
859741,0,2347,0
859744,0,13514,0
859748,0,9,0
859749,0,728,0
859751,0,1405,0
859752,0,27155,0
859758,0,4078,0
859760,0,459,0
859761,0,5920,0
859766,0,5738,0
859769,0,12149,0
859776,5975,7,0
859779,0,313,0
859780,0,1118,0
859781,0,17294,0
859784,0,97,0
859785,0,17871,0
859789,0,37476,0
859799,0,19948,0
859806,0,18248,0
859811,6218,43460,0
859839,30420,8027,0
859869,0,2086,0
859872,0,7973,0
859874,0,33974,0
859880,0,9474,0
859882,83895,0,0
859911,0,21363,0
859918,1351,0,0
859919,0,390,0
859921,0,1008,0
859922,0,15405,0
859925,0,10615,0
859931,0,9210,0
859935,0,690,0
859937,0,10,0
859938,1253,17911,0
859942,0,6094,0
859947,86,9,0
859953,0,16760,0
859956,0,43594,0
859963,0,1389,0
859964,0,65262,0
859981,0,29375,0
859989,0,3439,0
859990,7303,11012,0
860014,0,50981,0
860022,0,2073,0
860024,652,4670,0
860032,3445,7699,0
860045,19,7159,0
860048,0,7318,0
860049,0,4864,0
860050,0,1,0
860051,0,8690,0
860052,0,4925,0
860053,1937,16660,0
860061,0,725,0
860063,0,88,0
860064,3673,11948,0
860069,2964,619,0
860072,2390,4586,0
860075,1511,0,0
860077,0,3228,0
860078,30,19,0
860080,0,6925,0
860082,0,2831,0
860085,0,4999,0
860087,5296,0,0
860103,0,4278,0
860107,0,5644,0
860108,0,3423,0
860110,0,17066,0
860119,0,10115,0
860122,0,216,0
860124,0,33,0
860125,0,43279,0
860134,0,86429,0
860167,0,1405,0
860169,0,6012,0
860171,1222,16364,0
860176,0,82,0
860177,0,33029,0
860183,0,5493,0
860184,0,48069,0
860198,0,9362,0
860199,0,4902,0
860201,41572,777,0
860222,17645,0,0
860230,0,18754,0
860234,176,0,0
860235,0,459,0
860236,0,20025,0
860243,0,7394,0
860247,0,2000,0
860248,0,8862,0
860256,0,4117,0
860257,0,8905,0
860262,0,18367,0
860267,11099,0,0
860271,0,120,0
860272,1408,13711,0
860277,1501,0,0
860278,269,0,0
860279,169,188776,0
860333,0,3735,0
860335,0,1746,0
860336,18275,6192,0
860348,0,1479,0
860349,0,7082,0
860351,0,38936,0
860359,0,9,0
860360,0,19167,0
860366,0,79599,0
860387,0,21482,0
860392,0,1516,0
860395,9435,22636,0
860405,11451,0,0
860412,70171,0,0
860438,15620,8058,0
860457,0,40368,0
860470,0,11808,0
860473,4,0,0
860474,0,1831,0
860475,0,2080,0
860479,800,1906,0
860481,0,9212,0
860484,0,343,0
860487,0,15,0
860488,0,15253,0
860492,3280,2005,0
860505,0,14467,0
860508,0,5833,0
860510,112323,0,0
860557,0,13297,0
860561,0,5521,0
860562,55,5606,0
860564,0,64,0
860566,1100,1629,0
860568,0,2796,0
860572,5878,153841,0
860635,0,24752,0
860644,0,723,0
860646,0,25167,0
860652,0,3767,0
860653,0,19032,0
860657,0,443,0
860658,0,901,0
860660,0,13,0
860661,0,6497,0
860664,0,69,0
860665,0,1404,0
860667,0,15106,0
860676,11600,85383,0
860701,0,17,0
860702,397,0,0
860703,0,14542,0
860707,2936,18716,0
860714,0,21759,0
860722,0,25671,0
860728,0,4681,0
860730,20,8424,0
860734,0,6877,0
860737,0,11593,0
860741,0,10163,0
860748,0,4434,0
860749,0,12,0
860752,0,3848,0
860755,0,106,0
860756,0,3375,0
860760,0,6271,0
860763,0,44,0
860764,0,9080,0
860769,333,14279,0
860774,0,318,0
860775,0,12744,0
860780,0,34,0
860781,0,2935,0
860782,0,208,0
860784,0,3721,0
860785,0,6785,0
860786,0,7397,0
860790,0,7498,0
860792,0,1200,0
860794,0,5645,0
860795,1337,0,0
860796,0,1881,0
860797,17,7,0
860800,21877,12031,0
860809,28308,621,0
860823,6061,16972,0
860837,0,11127,0
860840,3000,14531,0
860846,0,5894,0
860848,0,123,0
860849,0,27924,0
860857,0,4766,0
860858,37758,17605,0
860892,0,30941,0
860897,0,6072,0
860899,0,6,0
860900,0,422,0
860901,0,23864,0
860906,42,16907,0
860913,0,6034,0
860914,0,4947,0
860917,5769,16528,0
860926,0,645,0
860927,0,131735,0
860960,135359,5238,0
861564,0,2508,0
861568,60,5417,0
861571,0,546,0
861574,0,9501,0
861577,0,20453,0
861581,0,5470,0
861582,0,2138,0
861583,0,137,0
861584,110726,532,0
861626,0,1544,0
861628,0,13606,0
861632,0,6507,0
861633,0,11973,0
861636,0,2646,0
861641,0,28813,0
861649,0,293,0
861650,0,7302,0
861653,0,4721,0
861654,0,276,0
861656,0,11628,0
861659,0,28199,0
861666,0,19282,0
861674,0,124980,0
861700,0,2647,0
861702,0,6937,0
861704,8444,43878,0
861753,761,9538,0
861758,0,5,0
861759,0,11,0
861760,0,1671,0
861761,15365,74338,0
861800,0,22710,0
861812,0,8511,0
861814,0,34,0
861815,0,2085,0
861818,75,12504,0
861828,0,2149,0
861829,0,1198,0
861830,0,232,0
861831,0,2839,0
861832,0,5334,0
861834,0,4941,0
861835,75771,208,0
861868,0,115528,0
861908,0,4824,0
861909,50599,23291,0
861934,0,5822,0
861935,2619,20644,0
861940,22093,1713,0
861953,0,15037,0
861955,0,39696,0
861970,0,284,0
861971,0,66,0
861972,0,110848,0
861996,0,160,0
861998,0,3003,0
861999,0,1271,0
862001,0,13,0
862002,0,50134,0
862020,0,518,0
862022,0,1,0
862023,0,5117,0
862025,0,4942,0
862026,0,15880,0
862031,0,1420,0
862033,0,11786,0
862036,8963,23773,0
862049,0,112,0
862051,138,21136,0
862059,0,59,0
862061,0,6039,0
862062,0,1915,0
862063,0,6277,0
862064,0,5115,0
862066,41,27376,0
862072,0,79,0
862073,22,17928,330
862088,0,6303,0
862089,0,226,0
862090,0,166266,3918
862141,0,6063,0
862142,0,12351,0
862146,0,17981,0
862151,0,4801,0
862152,0,25745,0
862161,0,56377,0
862176,0,7348,0
862181,0,16108,0
862186,0,7956,0
862190,0,20776,0
862196,0,354,0
862197,77804,2308,0
862239,0,5876,0
862243,0,13445,0
862248,0,753,0
862250,0,3146,0
862251,90,891,0
862253,0,23672,0
862259,470,31137,0
862271,4316,0,0
862273,0,17350,0
862279,0,22,0
862281,0,9371,0
862284,13540,504,0
862293,4363,31364,0
862330,0,38547,0
862337,0,3,0
862338,0,41438,0
862348,0,3794,0
862349,0,27503,0
862362,21840,200704,0
862412,199,0,0
862413,0,2507,0
862416,0,11,0
862417,0,6237,0
862418,0,3,0
862419,0,4397,0
862420,0,103149,0
862447,0,21623,0
862451,0,5874,0
862454,0,2514,3400
862456,0,1964,0
862459,0,38586,0
862471,0,7368,0
862475,0,24449,0
862482,0,24613,0
862491,0,5557,0
862492,1021,5526,0
862498,0,5852,0
862500,0,4997,0
862502,0,21251,0
862506,132,13658,0
862514,46777,42593,0
862544,24490,861,0
862558,0,56919,0
862568,0,5264,0
862571,0,4197,0
862572,0,13800,0
862576,0,35,0
862577,159,13532,0
862585,0,146,0
862586,0,18747,0
862592,0,8213,0
862594,23578,72910,0
862640,0,2497,0
862641,0,8550,0
862643,0,4804,0
862645,0,1851,0
862647,0,16813,0
862651,89,0,0
862652,0,42324,0
862670,0,904,0
862671,0,11067,0
862675,0,2,0
862676,0,849,0
862677,0,23999,0
862682,0,8387,0
862688,0,6855,0
862691,0,17396,0
862697,0,8427,0
862698,0,75,0
862699,8577,6312,0
862739,0,907,0
862742,0,7874,0
862743,0,10665,0
862746,0,7455,0
862749,0,33864,0
862758,28075,8316,0
862774,0,481,0
862775,0,4890,0
862776,0,5161,0
862777,0,3703,0
862778,0,4714,0
862779,0,1430,0
862781,0,5606,0
862785,0,11433,0
862787,0,1614,0
862788,0,8380,0
862793,0,15082,0
862798,0,3213,0
862802,0,4175,0
862804,0,9274,0
862807,0,1135,0
862808,0,1220,0
862809,0,4808,0
862810,0,8646,0
862814,0,20214,0
862825,0,1,0
862826,0,831,0
862827,0,2050,0
862828,6067,90042,0
862854,0,788,0
862855,0,11,0
862856,0,503,0
862857,6265,5519,0
862860,193,14017,0
862865,6,0,0
862866,0,729,0
862868,8093,9969,0
862877,0,9,0
862878,0,4166,0
862879,0,19,0
862880,0,11887,0
862882,0,775,0
862883,3151,12519,0
862889,0,6562,0
862890,0,4794,0
862892,0,38,0
862894,0,86,0
862896,23303,29811,0
862913,0,6799,0
862917,0,11937,0
862920,0,1212,0
862921,0,8331,0
862924,2797,10780,0
862936,0,3651,0
862937,0,1384,0
862938,0,9926,0
862940,7598,33538,0
862968,0,79,0
862970,0,6593,0
862971,0,10653,0
862975,79524,17464,0
863018,0,19734,0
863025,0,317,0
863026,0,16188,0
863031,0,56,0
863032,0,3330,0
863033,0,5092,0
863034,0,2,0
863035,0,28609,0
863044,0,602,0
863045,0,5667,0
863046,0,138,0
863047,230,4935,0
863050,0,2,0
863051,0,6054,0
863053,0,214,0
863054,0,34367,0
863075,0,119057,0
863103,173,13,0
863105,0,9526,0
863107,0,551,0
863108,0,5955,0
863109,0,7558,0
863111,0,3482,0
863113,1338,3491,0
863119,0,299,0
863120,0,47486,0
863131,0,467,0
863133,0,31,0
863134,0,432,0
863135,49068,20397,0
863156,0,69,0
863157,0,4960,0
863158,0,22125,71
863166,2964,20806,0
863174,6564,12813,0
863178,0,28135,0
863187,0,4298,0
863188,0,18107,0
863194,0,9062,0
863196,21421,50251,0
863226,0,2,0
863227,0,687,0
863228,0,2759,0
863231,0,5045,0
863232,0,3021,0
863235,0,7765,0
863238,3833,0,0
863241,0,9825,0
863245,0,1091,0
863246,8852,241,0
863253,0,3125,0
863254,0,7143,0
863256,0,446,0
863257,0,6362,0
863258,0,210,0
863261,0,102,0
863263,8,0,0
863264,0,113,0
863265,0,292,0
863267,0,1200,0
863268,0,16385,0
863273,0,6697,0
863275,393,0,0
863276,0,687,0
863277,154,14,0
863280,0,6056,0
863281,0,163,0
863282,0,19,0
863283,0,1073,0
863287,0,944,0
863288,1052,0,0
863289,5757,1070,0
863293,0,534,0
863294,1358,9266,0
863301,224,0,0
863303,0,793,0
863306,0,2,0
863307,0,544,0
863308,0,8,0
863309,858,3,0
863313,0,664,0
863315,0,2555,0
863322,68,16358,0
863332,0,984,0
863335,1588,11304,0
863338,0,4332,0
863341,0,55,0
863342,0,4988,0
863343,0,320,0
863344,0,1413,0
863345,0,23863,0
863353,0,8885,0
863355,0,6117,0
863356,0,7658,0
863357,3575,7781,0
863361,1303,0,0
863362,0,1645,0
863363,791,7478,0
863373,0,12,0
863374,205,19617,0
863385,0,1647,0
863386,0,14038,0
863389,0,1530,0
863390,0,548,0
863392,2570,4728,0
863394,394,3069,0
863397,0,5512,0
863399,0,5931,0
863404,0,5761,0
863405,0,13,0
863406,0,30724,0
863411,7300,5170,0
863421,0,6015,0
863423,0,2791,0
863424,3560,36266,0
863442,0,2401,0
863443,0,669,0
863444,0,85,0
863446,0,44465,6116
863467,0,5779,0
863468,33,5261,0
863472,0,133,0
863473,0,46,0
863474,0,23812,0
863479,0,9346,0
863481,0,9094,0
863485,0,9,0
863486,88,1214,0
863488,0,2,0
863489,0,43794,0
863498,61921,82991,0
863555,0,778,0
863556,0,2674,0
863558,0,7456,0
863560,397,8668,0
863564,0,3336,0
863565,0,4399,0
863569,783,14837,0
863581,0,4720,0
863582,908,0,0
863584,152,0,0
863585,0,11632,0
863591,0,6775,0
863593,0,2178,0
863595,0,2909,0
863596,0,14270,0
863601,0,5568,0
863604,0,21080,0
863611,0,5749,0
863614,0,1500,0
863616,0,216,0
863617,2813,6587,0
863631,450,253,0
863637,0,69,0
863639,0,90,0
863640,0,18634,0
863644,29,455,0
863648,0,6055,0
863649,0,12519,0
863653,2638,123696,0
863688,539,266,0
863692,0,1268,0
863693,0,881,0
863695,0,931,0
863696,0,59688,0
863716,0,9285,0
863718,0,6756,0
863719,0,88445,0
863749,0,5919,0
863751,0,6176,0
863753,996,22382,0
863759,1812,458,0
863766,0,584,0
863768,0,10744,0
863770,0,35123,0
863781,0,17331,0
863788,0,10355,0
863790,0,16813,0
863794,0,3314,0
863796,0,860,0
863800,0,109,0
863801,0,1,0
863802,0,4537,0
863803,0,38308,0
863812,0,5656,0
863814,0,2448,0
863815,9705,52598,0
863843,0,730,0
863844,3042,23689,0
863851,5124,23176,0
863881,21,0,0
863883,0,20788,0
863888,2198,90494,0
863925,3,0,0
863926,6682,4231,0
863944,0,489,0
863946,227,47858,0
863957,0,26,0
863958,0,2043,0
863961,0,15627,0
863966,0,73230,0
863992,0,563,0
863993,0,97,0
863994,0,2292,0
863995,10882,16284,0
864032,0,4570,0
864033,0,615,0
864034,0,106,0
864035,0,22141,0
864039,0,46940,0
864050,15314,37800,0
864079,12123,0,0
864085,0,1940,0
864087,0,6960,0
864090,60494,81089,0
864165,0,6306,1586
864170,0,11931,0
864175,16994,17635,0
864194,0,6077,0
864195,0,5552,0
864196,0,5,0
864197,95,0,0
864198,0,5,0
864199,0,41943,0
864219,1194,1771,0
864223,12511,330,0
864231,0,7594,0
864235,0,210,0
864236,10125,15702,0
864249,0,8,0
864250,14337,47716,0
864298,0,22921,0
864306,5849,22456,0
864315,0,211,0
864317,0,60,0
864319,39684,51461,0
864361,0,31,0
864362,0,3087,0
864366,11958,11005,0
864373,0,22908,0
864377,0,24190,0
864382,0,8531,0
864385,0,2198,0
864388,0,14010,0
864390,23774,8859,0
864402,0,5655,0
864404,14967,90910,0
864447,0,4088,0
864449,0,15322,0
864452,0,21,0
864453,0,13442,0
864454,0,2490,0
864455,0,6561,0
864456,9443,52366,0
864472,0,5,0
864473,0,17834,0
864477,0,3535,0
864479,0,23388,0
864485,0,40922,0
864497,0,8325,0
864499,0,20777,0
864507,0,10404,0
864510,0,5852,0
864511,9768,7442,0
864543,0,179,0
864546,0,23576,0
864551,0,6036,0
864553,220,0,0
864554,0,230,0
864555,111190,551,0
864630,0,11389,0
864634,4209,12052,0
864640,0,15811,0
864645,0,556,0
864646,5641,42115,0
864663,0,14458,0
864665,2340,0,0
864666,0,3147,0
864667,0,77,0
864668,0,5287,0
864672,0,4292,0
864674,439,6536,0
864676,0,10617,0
864682,0,37078,0
864689,0,2544,0
864690,446,23368,0
864731,0,38083,0
864748,0,4876,0
864749,0,27155,0
864756,91730,9039,0
864826,0,80347,0
864858,4014,21710,0
864866,0,691,0
864867,11912,10358,0
864877,0,5536,0
864878,0,14074,0
864880,0,35,0
864881,0,4356,0
864882,0,4105,0
864883,2094,77942,0
864912,0,10062,0
864915,0,1,0
864916,0,4349,0
864919,0,43,0
864920,5891,36,0
864924,0,12,0
864927,0,60973,0
864946,0,2124,0
864948,0,6942,0
864949,0,53562,0
864964,0,30,0
864965,0,266,0
864969,0,831,0
864974,0,5744,0
864975,276,0,0
864976,0,17747,0
864983,13792,5891,0
865006,27121,0,0
865015,0,739,0
865017,0,3084,0
865018,0,10014,0
865022,0,9789,0
865025,12829,19355,0
865036,0,5201,0
865039,6938,22065,0
865053,3520,25,0
865057,0,130,0
865058,0,43000,0
865072,48773,22320,0
865093,0,150,0
865094,0,102,0
865095,0,31829,0
865105,14823,51538,0
865141,0,7106,0
865144,0,2668,0
865145,56,5534,0
865147,0,6210,0
865149,0,8300,0
865151,0,161569,5493
865193,0,22337,0
865200,68,0,0
865201,0,5778,0
865202,1299,6283,0
865205,0,668,0
865206,0,254,0
865207,0,5441,0
865209,0,3745,0
865210,25379,10158,0
865221,0,2250,0
865223,0,1345,0
865224,0,8946,0
865227,0,4496,0
865228,0,37823,0
865238,0,9806,0
865242,0,533,0
865243,0,8521,0
865247,0,98665,0
865322,41091,7806,0
865347,14196,0,0
865364,0,6970,0
865365,0,7894,0
865368,0,25523,0
865376,0,5733,0
865377,0,27233,0
865386,20750,19324,1071
865403,0,7930,0
865404,0,13383,0
865408,31657,18041,0
865425,0,17475,0
865429,0,64160,0
865464,0,7788,0
865466,0,5898,0
865467,423,17884,0
865475,0,16025,0
865483,0,120,0
865484,0,2788,0
865487,0,3870,0
865490,0,12302,0
865494,0,3537,0
865495,0,338,0
865496,0,2007,0
865498,0,73673,0
865520,0,1437,0
865521,0,15322,0
865525,0,13458,0
865528,0,2,0
865529,0,5184,0
865533,258,0,0
865534,0,1017,0
865535,0,100822,0
865562,0,2,0
865563,0,25338,0
865572,4,0,0
865573,0,70,0
865574,0,3,0
865575,0,4,0
865577,19675,81795,0
865609,0,5548,0
865614,152,4660,0
865618,5906,1853,0
865625,0,2057,0
865627,0,279,0
865629,0,997,0
865630,0,17776,0
865634,0,26874,0
865641,0,754,0
865643,0,46270,0
865662,43,0,0
865663,0,3,0
865664,18807,9778,0
865675,0,6455,0
865676,662,202,0
865678,0,10561,0
865681,279010,10656,0
865790,0,5948,0
865792,0,13492,0
865795,608,6532,0
865798,0,382,0
865801,0,1379,0
865803,0,5105,0
865805,0,17448,0
865812,4908,8442,0
865816,98,0,0
865817,0,5679,0
865819,0,196,0
865820,0,39676,0
865830,31896,5447,0
865855,0,2115,0
865856,0,29402,0
865867,0,5848,0
865869,0,7865,0
865872,0,60231,0
865890,1708,2400,0
865892,0,275,0
865893,0,28231,0
865901,0,35,0
865902,648,430,0
865905,0,7070,0
865906,9,0,0
865907,0,21877,0
865914,0,12832,0
865916,7427,1909,0
865921,0,51431,0
865938,2826,29996,0
865949,1546,0,0
865953,0,31,0
865954,53818,10,0
865983,3251,123367,0
866060,0,25009,0
866065,2475,4220,0
866069,0,304,0
866070,0,44220,0
866079,0,1,0
866080,0,7021,0
866085,0,50,0
866086,0,110,0
866087,0,5269,0
866088,0,841,0
866090,0,6934,0
866092,9238,53022,3032
866109,0,11834,0
866112,0,1,0
866113,20,5151,0
866118,0,9836,0
866121,0,36,0
866122,0,10,0
866123,24799,18899,0
866156,0,29,0
866157,0,5670,0
866159,0,11983,0
866162,11467,221659,0
866218,23,72,0
866221,0,10,0
866222,0,1075,0
866223,0,21851,0
866231,0,6507,0
866234,48302,547,0
866258,0,18420,0
866263,32873,51037,0
866292,0,5614,0
866293,0,7054,0
866295,199,17016,0
866302,377393,95374,0
866489,0,5178,0
866490,74,51670,3275
866507,344,69506,0
866534,0,804,0
866535,65,23032,0
866544,33,138,0
866556,0,9697,0
866558,0,1262,0
866561,0,4790,0
866563,0,8736,0
866565,155,16752,0
866570,0,4778,0
866572,0,29660,0
866578,0,3933,0
866580,0,41461,0
866593,0,10,0
866594,6233,28279,0
866607,0,2680,0
866608,0,5,0
866609,0,465,0
866610,0,8523,0
866614,9274,0,0
866617,0,16311,0
866620,0,279,0
866621,0,14713,0
866624,0,44745,0
866632,0,5536,0
866634,187,0,0
866635,9059,66644,0
866674,17,11987,0
866680,0,960,0
866681,0,5431,0
866682,0,1031,0
866684,0,35,0
866685,0,6601,0
866688,0,20053,0
866690,0,1149,0
866692,0,5839,0
866693,0,1673,0
866694,3534,66,0
866709,26407,0,0
866718,0,187818,0
866765,0,30919,0
866774,0,2331,0
866775,0,33659,0
866787,0,12,0
866788,0,4727,0
866789,0,13448,0
866800,0,10849,0
866806,350,50851,0
866821,5094,31131,0
866837,0,2375,0
866841,0,10349,0
866852,0,4734,0
866854,0,9778,0
866857,0,4,0
866858,0,6266,0
866860,0,9348,0
866866,0,5,0
866867,12295,1407,0
866873,2235,20888,0
866882,0,28,0
866883,0,110,0
866885,0,128,0
866886,0,130,0
866887,0,5859,0
866888,12335,9894,0
866894,0,32412,0
866903,0,1478,0
866904,0,5608,0
866906,0,407,0
866907,0,3019,0
866908,0,6475,0
866910,0,39,0
866911,0,32095,0
866920,0,6908,0
866922,0,22259,0
866928,0,1284,0
866929,1132,645,0
866931,0,10,0
866932,0,10,0
866933,0,102,0
866934,0,6,0
866935,0,5741,0
866937,0,345,0
866938,0,4840,0
866939,0,2436,0
866940,0,1715,0
866941,0,1439,0
866945,0,10012,0
866947,0,303,0
866950,0,2819,0
866951,0,3,0
866952,0,485,0
866953,0,274,0
866954,201,7509,0
866969,0,12585,0
866975,0,28373,0
866985,7528,4040,0
866992,0,1434,0
866993,0,1628,0
866995,8688,44023,0
867015,0,25,0
867016,0,19231,0
867021,0,21530,0
867029,0,18844,0
867033,0,1172,0
867034,0,38,0
867035,0,5869,0
867038,0,431,0
867039,0,13251,0
867043,0,183,0
867044,0,9514,0
867047,0,9962,0
867053,0,7063,0
867054,0,4640,375
867056,0,122,0
867057,0,41,0
867058,0,6,0
867059,0,11,0
867060,37709,34183,0
867114,0,5,0
867115,0,11658,0
867118,20152,51933,0
867138,39307,87575,0
867180,0,584,0
867181,0,26569,0
867186,556,0,0
867187,0,22858,0
867194,5818,24156,0
867213,3319,571,0
867219,0,5745,0
867221,89,453,0
867224,0,32,0
867227,0,8099,0
867229,55126,0,0
867259,0,11967,0
867264,0,4262,0
867265,525,14338,0
867273,1912,28578,92
867286,0,4637,0
867288,0,7641,0
867292,135,1,0
867295,0,10,0
867296,0,884,0
867297,0,46,0
867298,0,1376,0
867300,0,10338,0
867303,0,15276,0
867307,62,9702,0
867311,0,37612,0
867321,126438,51584,0
867395,0,4590,0
867398,711,46494,0
867414,0,5050,0
867415,0,1366,0
867417,0,5,0
867418,0,8226,0
867419,0,5743,0
867420,45398,14661,0
867455,0,6138,0
867457,49741,23069,0
867492,0,9,0
867493,1087,0,0
867494,0,590,0
867496,92168,999,0
867534,0,2699,0
867537,0,4831,0
867538,0,7333,0
867540,0,6266,0
867541,1043,16186,0
867546,28577,24435,0
867572,0,6324,0
867575,0,568,0
867576,0,6514,0
867577,0,8372,0
867579,0,5,0
867580,46,0,0
867581,0,7105,0
867582,0,36619,0
867594,0,764,0
867595,0,391,0
867596,0,250,0
867597,0,10224,0
867599,0,7780,0
867600,15809,11912,0
867635,0,12825,0
867638,1627,0,0
867639,0,456,0
867640,0,10,0
867641,0,10456,0
